Last: mdl.locTime.Y,Mean: mdl.climate.microclim.RsDif,Mean: mdl.climate.microclim.RsDir,Mean: mdl.climate.microclim.RsUp,Mean: mdl.climate.microclim.RthDw,Mean: mdl.climate.microclim.RthUp,Mean: mdl.climate.microclim.TaC,Sum: mdl.climate.microclim.Rain,Mean: mdl.climate.microclim.d,Sum: mdl.forest.ETR,Sum: mdl.forest.NEE,Mean: mdl.forest.Rnet,Mean: mdl.forest.H,Last: mdl.forest.treeStand.Age,Mean: mdl.forest.treeStand.LeafFall,Mean: mdl.forest.treeStand.SoilRootsWaterPotential,Sum: mdl.forest.treeStand.Rm,Sum: mdl.forest.treeStand.Rg,Mean: mdl.forest.treeStand.BranchSenescence,Mean: mdl.forest.treeStand.RootSenescence,Last: mdl.forest.treeStand.IStress,Last: mdl.forest.treeStand.treesCount,Last: mdl.forest.treeStand.DBHmean,Last: mdl.forest.treeStand.HEIGHTmean,Last: mdl.forest.treeStand.W,Last: mdl.forest.treeStand.Wa,Last: mdl.forest.treeStand.Wr,Last: mdl.forest.treeStand.Wstem,Last: mdl.forest.treeStand.WProducted,Mean: mdl.forest.treeStand.canopy.LAI,Mean: mdl.forest.treeStand.canopy.Rnet,Mean: mdl.forest.treeStand.canopy.H,Sum: mdl.forest.treeStand.canopy.Transpiration,Sum: mdl.forest.treeStand.canopy.Evaporation,Sum: mdl.forest.treeStand.canopy.Assimilation,Sum: mdl.forest.underStorey.Rm,Sum: mdl.forest.underStorey.Rg,Mean: mdl.forest.underStorey.foliage.LitterFall,Mean: mdl.forest.underStorey.roots.LitterFall,Mean: mdl.forest.underStorey.perennial.LitterFall,Max: mdl.forest.underStorey.canopy.LAI,Mean: mdl.forest.underStorey.canopy.Rnet,Mean: mdl.forest.underStorey.canopy.H,Sum: mdl.forest.underStorey.canopy.Transpiration,Sum: mdl.forest.underStorey.canopy.Evaporation,Sum: mdl.forest.underStorey.canopy.Assimilation,Mean: mdl.forest.soil.surface.Rnet,Mean: mdl.forest.soil.surface.H,Sum: mdl.forest.soil.surface.ETR,Mean: mdl.forest.soil.waterCycle.MoistureDeficit,Mean: mdl.forest.soil.waterCycle.RootLayerWaterPotential,Mean: mdl.forest.soil.carbonCycle.Ra,Mean: mdl.forest.soil.carbonCycle.Rh,Last: mdl.forest.soil.carbonCycle.HUM,Last: mdl.forest.soil.carbonCycle.BIO,Last: mdl.forest.soil.carbonCycle.DPM,Last: mdl.forest.soil.carbonCycle.RPM,Last: mdl.forest.soil.carbonCycle.HUM_age,Last: mdl.forest.soil.carbonCycle.BIO_age,Last: mdl.forest.soil.carbonCycle.DPM_age,Last: mdl.forest.soil.carbonCycle.RPM_age,Mean: mdl.manager.harvest_Wstem,Mean: mdl.manager.harvest_Wcrown,Mean: mdl.manager.harvest_Wstub,Mean: mdl.manager.harvest_Wtaproot,Mean: mdl.manager.harvest_Wneedles
1989, 109.528, 20.4963, 5.21819, 326.027, 362.161, 8.65, 6, 164.185, 1.75318, -3.75064, 93.8907, 36.7524, 19, 0, -0.43881, 2.00405, 2.47697, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 60.8244, 29.1805, 0.493928, 0.610262, 9.86226, 0.0471071, 0.375813, 0, 0, 0.000167919, 0.323761, 5.33649, 0.879961, 0.0600378, 0.095529, 0.528302, 20.8349, 6.69197, 0.493428, 0.4618, -0.420737, 0.0486637, 0.0723326, 7646.72, 333.081, 93.1857, 1166.97, 218.21, 38.7291, 2.34122, 7.3465, 0, 0, 0, 0, 0, 
1989, 120.234, 133.608, 8.98559, 312.077, 378.25, 10.8, 0, 318.717, 2.96649, -9.63219, 187.669, 89.3937, 19, 0, -0.451032, 2.41008, 2.50225, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 121.849, 71.1164, 1.47442, 0.299983, 15.8036, 0.0485153, 0.393635, 0, 0, 0.000168314, 0.342282, 10.3589, 4.44635, 0.201166, 0.00578158, 0.784053, 42.0126, 13.8309, 0.985146, 0.433803, -0.405463, 0.0492371, 0.0667055, 7646.69, 332.934, 92.1782, 1167.22, 218.208, 38.7282, 2.34529, 7.34763, 0, 0, 0, 0, 0, 
1989, 67.9592, 0, 2.81761, 345.053, 364.73, 9.55, 3.5, 183.885, 1.10307, 0.537832, 48.2815, 12.4769, 19, 0, -0.429338, 2.04917, 2.5264, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 30.8205, 10.2326, 0.385888, 0.332429, 5.69063, 0.0480695, 0.412204, 0, 0, 0.000168736, 0.361694, 3.038, 0.422518, 0.0430671, 0.0481819, 0.474383, 10.2341, 1.82186, 0.293504, 0.45334, -0.415981, 0.0500001, 0.0694586, 7646.65, 332.793, 91.247, 1167.48, 218.207, 38.7276, 2.34937, 7.34877, 0, 0, 0, 0, 0, 
1989, 131.385, 99.1624, 8.32382, 313.758, 375.862, 9.75, 0, 348.715, 3.07446, -9.15967, 168.444, 67.0313, 19, 0, -0.453925, 2.3796, 2.54942, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 109.54, 54.8096, 1.38498, 0.489643, 15.1738, 0.0486518, 0.431541, 0, 0, 0.000169186, 0.382033, 10.5934, 3.64598, 0.20099, 0.0422114, 0.969808, 35.9068, 8.57573, 0.956633, 0.441828, -0.409719, 0.050552, 0.0656159, 7646.62, 332.651, 90.3191, 1167.74, 218.206, 38.7271, 2.35345, 7.3499, 0, 0, 0, 0, 0, 
1989, 120.965, 139.652, 9.01234, 324.088, 396.983, 13.45, 0, 453.687, 2.98804, -9.44533, 187.723, 77.8722, 19, 0, -0.484067, 3.04643, 2.57129, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 121.109, 61.6225, 1.84943, 0.00125424, 15.8897, 0.053536, 0.451666, 0, 0, 0.000169665, 0.403341, 12.2053, 4.55806, 0.259197, 1.44376E-06, 1.25932, 36.6947, 11.6916, 0.878156, 0.461191, -0.420389, 0.0516989, 0.0658665, 7646.59, 332.498, 89.3202, 1167.98, 218.204, 38.7264, 2.35752, 7.35103, 0, 0, 0, 0, 0, 
1989, 106.776, 185.137, 9.67634, 326.096, 408.615, 15.35, 0, 513.849, 3.38726, -9.51824, 209.394, 88.6653, 19, 0, -0.516663, 3.53354, 2.59202, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 135.897, 69.6707, 2.08175, 3.75886E-07, 16.3717, 0.0593866, 0.472601, 0, 0, 0.000170174, 0.425659, 14.2562, 5.47775, 0.309174, 1.91987E-12, 1.48876, 41.8151, 13.5168, 0.996333, 0.488402, -0.436377, 0.0533233, 0.0701946, 7646.54, 332.331, 88.2414, 1168.2, 218.203, 38.7256, 2.3616, 7.35216, 0, 0, 0, 0, 0, 
1989, 100.905, 203.857, 9.8981, 339.233, 430.857, 18.6, 0, 1055.94, 4.23004, -5.88549, 213.138, 77.2223, 19, 0, -0.563691, 4.67887, 2.6116, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 134.041, 65.0894, 2.43662, 6.51424E-12, 13.8936, 0.0694956, 0.494364, 0, 0, 0.000170716, 0.449027, 14.7604, 4.78561, 0.352656, 0, 1.6505, 48.1225, 7.34734, 1.44076, 0.519444, -0.456245, 0.0553401, 0.0751792, 7646.5, 332.146, 87.0359, 1168.39, 218.2, 38.7246, 2.36568, 7.35329, 0, 0, 0, 0, 0, 
1989, 102.322, 202.586, 9.83924, 342.65, 439.947, 19.15, 0, 1079.61, 3.87234, -3.71612, 207.61, 69.7699, 19, 0, -0.601425, 5.261, 2.63004, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 131.221, 57.7187, 2.23958, 0, 12.5677, 0.0769895, 0.516975, 0, 0, 0.00017129, 0.47349, 14.6833, 4.90482, 0.324219, 0, 1.61704, 44.1115, 7.14638, 1.30853, 0.557676, -0.48345, 0.0575421, 0.0826494, 7646.45, 331.949, 85.7768, 1168.57, 218.198, 38.7236, 2.36976, 7.35442, 0, 0, 0, 0, 0, 
1989, 108.82, 188.134, 9.61308, 351.192, 443.891, 20.35, 0, 1268.08, 4.13178, -2.54927, 204.255, 68.1966, 19, 0, -0.65942, 5.63758, 2.64732, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 127.208, 57.6383, 2.3561, 0, 11.8891, 0.0855343, 0.540451, 0, 0, 0.0001719, 0.499093, 15.1368, 4.48624, 0.362158, 0, 1.6388, 45.9444, 6.07205, 1.41352, 0.592897, -0.511786, 0.059667, 0.0861545, 7646.39, 331.743, 84.4809, 1168.73, 218.195, 38.7225, 2.37385, 7.35555, 0, 0, 0, 0, 0, 
1989, 101.081, 212.178, 9.89011, 353.663, 444.275, 21.65, 0, 1386.17, 4.59059, -3.44612, 222.647, 78.6048, 19, 0, -0.742164, 5.60762, 2.66345, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 139.47, 67.1456, 2.56334, 0, 12.6663, 0.0935688, 0.564809, 0, 0, 0.000172545, 0.525879, 17.3747, 4.74965, 0.447753, 0, 1.83912, 51.2755, 6.70959, 1.5795, 0.630547, -0.546342, 0.0619091, 0.0887421, 7646.33, 331.53, 83.1727, 1168.89, 218.193, 38.7216, 2.37795, 7.35667, 0, 0, 0, 0, 0, 
1989, 112.388, 183.643, 9.46452, 345.351, 426.872, 19.1, 0, 1161, 4.19478, -6.42858, 214.51, 82.7243, 19, 0, -0.828801, 4.50065, 2.67843, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 137.521, 68.0978, 2.45154, 0, 14.4558, 0.0918688, 0.590063, 0, 0, 0.000173227, 0.553897, 17.9671, 4.86706, 0.462864, 0, 1.98643, 46.0418, 9.75945, 1.28038, 0.672036, -0.590785, 0.0635704, 0.0896942, 7646.28, 331.329, 81.9811, 1169.07, 218.19, 38.7211, 2.38204, 7.3578, 0, 0, 0, 0, 0, 
1989, 102.564, 213.235, 9.79652, 343.18, 440.293, 19.45, 0, 1277.92, 3.91048, -3.9753, 218.685, 91.2116, 19, 0, -0.914054, 5.25395, 2.69226, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 137.702, 74.692, 2.22863, 0, 12.6076, 0.0957576, 0.616227, 0, 0, 0.000173949, 0.553897, 18.5972, 6.69561, 0.421277, 0, 2.02873, 45.469, 9.82406, 1.26058, 0.709976, -0.639066, 0.0645344, 0.0834534, 7646.22, 331.138, 80.886, 1169.26, 218.188, 38.7209, 2.38614, 7.35892, 0, 0, 0, 0, 0, 
1989, 144.094, 66.0015, 7.42617, 368.157, 417.958, 19, 3, 803.88, 4.27004, -6.01724, 160.295, 27.1825, 19, 0, -0.980881, 4.16719, 2.70494, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 102.475, 25.0524, 1.82786, 0.840929, 13.0481, 0.0937413, 0, 0, 0, 0.00017467, 0.553897, 14.3456, -0.473463, 0.364802, 0.145332, 1.81215, 33.5639, 2.60364, 1.09112, 0.744447, -0.691087, 0.0481996, 0.0782125, 7646.17, 330.958, 79.8972, 1169.48, 218.187, 38.721, 2.39025, 7.36005, 0, 0, 0, 0, 0, 
1989, 137.412, 53.1443, 6.81661, 363.977, 418.499, 18.2, 0.5, 648.544, 2.80351, -5.55978, 136.035, 45.0318, 19, 0, -0.978399, 4.0112, 2.71648, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 87.4966, 35.7868, 1.54617, 0.27655, 12.3805, 0.0915858, 0, 0, 0, 0.000174495, 0.553897, 11.6844, 3.13676, 0.264773, 0.0365786, 1.73695, 25.3888, 6.10829, 0.679443, 0.756368, -0.711501, 0.0481551, 0.0724339, 7646.12, 330.785, 78.9699, 1169.7, 218.185, 38.7214, 2.39437, 7.36117, 0, 0, 0, 0, 0, 
1989, 144.675, 74.0703, 7.6712, 357.501, 412.636, 17.4, 1.5, 650.353, 3.72414, -7.26941, 163.61, 45.877, 19, 0, -1.06291, 3.82167, 2.72689, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 105.315, 38.0959, 1.53616, 0.791519, 13.7305, 0.0889199, 0, 0, 0, 0.000174321, 0.553897, 14.6991, 1.89547, 0.325104, 0.119104, 1.83336, 32.9401, 5.88554, 0.95226, 0.777447, -0.750993, 0.0478659, 0.0690405, 7646.07, 330.623, 78.1331, 1169.95, 218.184, 38.722, 2.39849, 7.36229, 0, 0, 0, 0, 0, 
1989, 136.425, 120.661, 8.61774, 336.426, 406.131, 15.1, 0, 501.088, 2.27138, -8.83277, 187.382, 106.69, 19, 0, -1.13838, 3.35911, 2.73615, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 120.774, 79.7768, 1.43964, 3.03731E-07, 14.7065, 0.0826852, 0, 0, 0, 0.000174146, 0.553897, 17.2438, 7.16513, 0.354073, 4.83578E-08, 1.83716, 33.3515, 19.7484, 0.477662, 0.797413, -0.793294, 0.0472536, 0.0638707, 7646.02, 330.477, 77.4145, 1170.22, 218.184, 38.7229, 2.40261, 7.36342, 0, 0, 0, 0, 0, 
1989, 141.838, 21.9173, 6.12973, 351.32, 390.928, 13.75, 1, 396.185, 2.48204, -6.35627, 124.148, 43.0762, 19, 0, -1.13576, 2.89402, 2.74429, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 79.5829, 33.6947, 1.01825, 0.555894, 11.9956, 0.0771901, 0, 0, 0, 0.000173972, 0.553897, 11.0512, 2.68974, 0.219154, 0.0740857, 1.44516, 24.2268, 6.69178, 0.614655, 0.817717, -0.842157, 0.0462853, 0.0570429, 7645.98, 330.346, 76.8104, 1170.51, 218.183, 38.7241, 2.40673, 7.36454, 0, 0, 0, 0, 0, 
1989, 147.868, 56.0294, 7.30432, 347.091, 404.346, 14.7, 0, 509.648, 1.75308, -4.85001, 146.643, 81.0357, 19, 0, -1.2257, 3.29183, 2.75131, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 92.6306, 62.401, 1.06137, 0.000381232, 10.4083, 0.0758113, 0, 0, 0, 0.000173798, 0.553897, 13.598, 5.63857, 0.27971, 4.00929E-05, 1.77211, 24.7138, 12.9961, 0.411587, 0.831277, -0.878904, 0.0455893, 0.0504793, 7645.94, 330.224, 76.2628, 1170.82, 218.183, 38.7254, 2.41086, 7.36567, 0, 0, 0, 0, 0, 
1989, 101.014, 235.009, 10.3451, 327.3, 429.624, 16.6, 0, 844.716, 2.20015, -3.97687, 233.7, 128.399, 19, 0, -1.35843, 4.40162, 2.75721, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 148.92, 99.0287, 1.12606, 3.83719E-08, 10.1275, 0.078879, 0, 2.88488E-05, 0, 0.000173624, 0.553897, 21.277, 9.66284, 0.378345, 8.12518E-09, 2.2226, 39.433, 19.7072, 0.695747, 0.847331, -0.927492, 0.0455088, 0.0473157, 7645.9, 330.103, 75.9364, 1171.27, 218.183, 38.7267, 2.40989, 7.36596, 0, 0, 0, 0, 0, 
1989, 107.235, 218.408, 10.1852, 335.52, 432.931, 17.75, 0, 1023.61, 2.08943, -2.11778, 228.232, 143.721, 19, 0, -1.46012, 4.63339, 2.762, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 142.355, 111.896, 0.97534, 1.17677E-16, 8.61747, 0.0819077, 0, 0.00069165, 4.66768E-05, 0.000173451, 0.54005, 21.2045, 9.71864, 0.405577, 2.93921E-15, 2.09103, 42.1775, 22.1059, 0.708516, 0.867246, -0.996944, 0.0459602, 0.0463928, 7645.86, 329.983, 75.9451, 1171.95, 218.183, 38.7281, 2.40728, 7.36523, 0, 0, 0, 0, 0, 
1989, 109.146, 215.379, 10.2268, 338.903, 439.822, 18.3, 0, 1201.69, 1.91584, -0.370759, 223.605, 136.992, 19, 0, -1.55231, 4.98998, 2.7657, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 139.325, 107.735, 0.800041, 0, 7.37036, 0.0843047, 0, 0.000674359, 0.00111908, 0.000173277, 0.526549, 20.2463, 9.58552, 0.376782, 0, 1.93967, 40.5865, 19.671, 0.739021, 0.886132, -1.07489, 0.0464965, 0.0458036, 7645.83, 329.866, 75.9511, 1172.63, 218.183, 38.7295, 2.40487, 7.36454, 0, 0, 0, 0, 0, 
1989, 115.027, 201.419, 10.1219, 350.732, 455.076, 20.25, 0, 1291.89, 1.6582, 1.57723, 212.102, 109.68, 19, 0, -1.61569, 5.81479, 2.76832, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 132.74, 86.4927, 0.608582, 0, 6.50449, 0.0901182, 0, 0.0006575, 0.0010911, 0.000187516, 0.513385, 17.4888, 8.4346, 0.320673, 0, 1.6768, 35.341, 14.7529, 0.728945, 0.903412, -1.15966, 0.0472628, 0.0452207, 7645.79, 329.747, 76.0352, 1173.36, 218.183, 38.7308, 2.40013, 7.36349, 0, 0, 0, 0, 0, 
1989, 118.558, 193.279, 10.0822, 355.566, 460.499, 20.95, 0, 1297.85, 1.47675, 2.83158, 206.904, 113.211, 19, 0, -1.69327, 6.12478, 2.76985, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 128.79, 89.4755, 0.494271, 0, 5.67749, 0.0939237, 0, 0.000641063, 0.00106382, 0.000518749, 0.50055, 17.0693, 8.57917, 0.300863, 0, 1.5799, 34.3938, 15.1561, 0.681617, 0.918383, -1.24677, 0.0482235, 0.0458507, 7645.75, 329.627, 76.0986, 1174.09, 218.183, 38.7322, 2.39561, 7.36249, 0, 0, 0, 0, 0, 
1989, 127.967, 166.503, 9.75312, 363.679, 460.864, 21.7, 0, 1439.19, 1.35384, 3.43309, 197.286, 129.751, 19, 0, -1.79301, 6.26343, 2.77033, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.46228, 120.206, 103.262, 0.404509, 0, 5.26437, 0.0977466, 0, 0.000625036, 0.00103723, 0.000517193, 0.488036, 17.1851, 8.89144, 0.294081, 0, 1.54511, 36.0841, 17.5975, 0.655254, 0.931732, -1.33839, 0.049137, 0.0462941, 7645.71, 329.506, 76.1433, 1174.8, 218.183, 38.7335, 2.39131, 7.36153, 0, 0, 0, 0, 0, 
1989, 151.331, 48.0859, 7.36942, 391.363, 453.379, 22.75, 0, 1373.64, 0.97585, 4.74467, 137.4, 92.8068, 19, 0, -1.8081, 5.87064, 2.76975, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.47715, 81.4596, 74.5751, 0.243557, 0, 3.79081, 0.101521, 0, 0.00060941, 0.00101129, 0.000515642, 0.475836, 12.0549, 5.55522, 0.230433, 0, 1.32605, 26.8463, 12.6765, 0.50186, 0.943868, -1.43633, 0.0501428, 0.0466512, 7645.67, 329.385, 76.168, 1175.5, 218.183, 38.7348, 2.38722, 7.36062, 0, 0, 0, 0, 0, 
1989, 151.953, 62.5371, 7.79983, 379.279, 445.791, 20.7, 3.5, 795.104, 0.810779, 3.72772, 147.979, 105.583, 19, 0, -1.83575, 5.20919, 2.76813, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.49202, 91.1931, 82.939, 0.202199, 0.0661293, 3.98093, 0.0975648, 0, 0.000594175, 0.000986012, 0.000514095, 0.46394, 12.927, 6.84763, 0.204943, 0.00989821, 1.49476, 25.0663, 15.7962, 0.32761, 0.95187, -1.51084, 0.0506233, 0.0470222, 7645.64, 329.267, 76.2051, 1176.2, 218.183, 38.7362, 2.38332, 7.35976, 0, 0, 0, 0, 0, 
1989, 128.92, 106.391, 8.08872, 364.474, 439.094, 20.7, 0.5, 831.382, 2.71786, 2.45766, 160.691, 71.7089, 19, 0, -1.83565, 5.26968, 2.76548, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.50688, 101.641, 61.5503, 0.309996, 1.10273, 5.32306, 0.0972863, 0, 0.00057932, 0.000961362, 0.000512552, 0.452341, 12.8582, 3.01402, 0.192652, 0.154874, 1.4478, 34.2405, 7.14468, 0.957609, 0.941098, -1.41242, 0.050438, 0.0456694, 7645.6, 329.145, 76.2014, 1176.89, 218.183, 38.7374, 2.37963, 7.35894, 0, 0, 0, 0, 0, 
1989, 149.867, 90.1523, 8.48766, 383.119, 454.011, 22.95, 0, 1451.46, 1.01272, 4.57859, 169.127, 121.959, 19, 0, -1.87849, 5.82742, 2.76183, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.52175, 103.191, 95.5853, 0.268855, 0, 3.84572, 0.101207, 0, 0.000564837, 0.000937328, 0.000511015, 0.441033, 13.5383, 6.94924, 0.233299, 0, 1.40292, 33.8598, 19.4249, 0.510566, 0.948158, -1.47514, 0.0508985, 0.047366, 7645.56, 329.021, 76.1766, 1177.56, 218.183, 38.7387, 2.37611, 7.35816, 0, 0, 0, 0, 0, 
1989, 147.065, 106.871, 8.84021, 377.159, 454.932, 22.4, 0, 1405.06, 0.853212, 5.03194, 176.163, 133.674, 19, 0, -1.90337, 5.77093, 2.75717, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.53662, 109.521, 104.742, 0.169042, 0, 3.3643, 0.101027, 0, 0.000550717, 0.000913895, 0.000509482, 0.430007, 14.0813, 8.16527, 0.209335, 0, 1.38244, 34.1989, 20.7664, 0.474835, 0.957283, -1.56628, 0.0513886, 0.047898, 7645.52, 328.9, 76.1537, 1178.23, 218.183, 38.74, 2.37277, 7.35743, 0, 0, 0, 0, 0, 
1989, 129.481, 171.996, 9.9434, 360.126, 459.795, 21.1, 0, 1332.48, 0.80207, 5.06093, 201.808, 142.706, 19, 0, -1.89089, 6.02147, 2.75154, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.55149, 127.93, 111.846, 0.13039, 0, 3.6399, 0.0984339, 0, 0.000536949, 0.000891048, 0.000507953, 0.419257, 15.4157, 10.1089, 0.187828, 0, 1.30033, 34.4309, 20.7509, 0.483852, 0.965003, -1.65435, 0.0512462, 0.0470712, 7645.48, 328.783, 76.1481, 1178.9, 218.183, 38.7414, 2.3696, 7.35674, 0, 0, 0, 0, 0, 
1989, 122.319, 195.389, 10.3005, 358.707, 464.456, 21.45, 0, 1406.15, 0.736418, 5.96077, 211.958, 140.295, 19, 0, -1.9179, 6.42777, 2.74494, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.56636, 134.978, 109.093, 0.0886463, 0, 3.30064, 0.0983817, 0, 0.000523525, 0.000868771, 0.000506429, 0.408775, 15.0342, 10.5954, 0.157292, 0, 1.09898, 34.4503, 20.6063, 0.49048, 0.972253, -1.74828, 0.0509815, 0.0453875, 7645.44, 328.669, 76.1511, 1179.56, 218.183, 38.7427, 2.36659, 7.35609, 0, 0, 0, 0, 0, 
1989, 136.57, 153.304, 9.69313, 367.238, 466.756, 21.85, 0, 1400.91, 0.562168, 6.60557, 190.357, 128.925, 19, 0, -1.93834, 6.57386, 2.73739, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.58123, 119.727, 101.184, 5.8482E-13, 0, 2.94604, 0.0984045, 0, 0.000510437, 0.000847052, 0.00050491, 0.398556, 12.9763, 9.81801, 0.111935, 0, 0.919617, 30.6313, 17.923, 0.450233, 0.978866, -1.84543, 0.0509622, 0.0442323, 7645.41, 328.557, 76.1568, 1180.22, 218.183, 38.7441, 2.36375, 7.35547, 0, 0, 0, 0, 0, 
1989, 146.855, 86.3113, 8.25048, 375.454, 453.726, 21.3, 1, 1119.27, 1.25804, 6.61062, 154.894, 95.8056, 19, 0, -1.90486, 5.92179, 2.72891, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.5961, 96.8229, 76.4745, 3.74904E-49, 0.572276, 2.44274, 0.0962468, 0, 0.000497676, 0.000825876, 0.000503395, 0.388592, 10.1899, 7.07983, 0.0582664, 0.0518708, 0.735885, 28.525, 12.2512, 0.575628, 0.983887, -1.92802, 0.050892, 0.0434289, 7645.37, 328.448, 76.1695, 1180.88, 218.183, 38.7456, 2.36105, 7.3549, 0, 0, 0, 0, 0, 
1989, 151.033, 29.6732, 6.818, 383.799, 437.8, 20.35, 0.5, 895.187, 0.830844, 6.65658, 126.705, 88.4094, 19, 0, -1.9459, 5.01352, 2.71952, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.61097, 78.2278, 69.9347, 2.89336E-85, 0.29193, 1.76622, 0.0923876, 0, 0.000485234, 0.000805229, 0.000501885, 0.378877, 7.98905, 6.71424, 0.0200965, 0.0248316, 0.419699, 25.7708, 11.7605, 0.493986, 0.987062, -1.98488, 0.0505528, 0.0423777, 7645.34, 328.342, 76.1945, 1181.54, 218.184, 38.7471, 2.35851, 7.35436, 0, 0, 0, 0, 0, 
1989, 153.192, 86.8029, 8.49241, 356.79, 426.741, 17.65, 0, 798.25, 0.213883, 6.41993, 170.043, 146.104, 19, 0, -1.98923, 4.27707, 2.70923, 0.18084, 0.312588, 0.476924, 82, 24.1329, 12.6376, 14.855, 12.1235, 2.73153, 8.39825, 2.46627, 2.62583, 109.643, 109.643, 2.29295E-121, 6.89715E-10, 1.572, 0.0847426, 0, 0.000473103, 0.000785098, 0.00050038, 0.369405, 11.0082, 11.0082, 1.16803E-09, 0, 0.0622477, 31.5311, 25.4527, 0.213883, 0.989168, -2.02482, 0.0495912, 0.0409636, 7645.31, 328.244, 76.255, 1182.2, 218.184, 38.7486, 2.35612, 7.35386, 0, 0, 0, 0, 0, 
